Year;Id;Waste_Type;Waste treatment plants;Input to waste treatment plants;Wastes generated in the own local unit;Waste delivered from the domestic territory;Waste delivered from abroad
2018;EAV-19120100-U;Mech.treatm.of waste: Paper and cardboard;70;67.3;3.4;63.5;0.4
2018;EAV-19120101-U;Mech.treatm.of waste: Ordinary paper grades (gr.I);3;1.6;;1.6;
2018;EAV-191202-U;Mech.treatm.of waste: Ferrous metal;204;1457.7;22.8;1340.8;94.0
2018;EAV-191203-U;Mech.treatm.of waste: Non-ferrous metal;152;672.1;1.0;474.2;196.8
2018;EAV-191204-U;Mech.treatm.of waste: Plastic and rubber;312;1404.4;34.9;1169.5;200.0
2018;EAV-19120500-U;Mech.treatm.of waste: Glass undifferentiated;47;268.8;0.8;255.1;12.9
2018;EAV-191206-G;Mech.treatm.of waste: Wood cont. hazardous subs.;76;1372.1;143.0;948.9;280.1
2018;EAV-191207-U;Wood (except 191206);243;4797.5;361.3;3839.0;597.2
2018;EAV-191208-U;Mech.treatm.of waste: Textiles;38;70.1;;48.9;21.2
2018;EAV-19120900-U;Mech.treatm.of waste: Minerals (sand, stones);224;2447.5;216.8;2230.3;0.4
2018;EAV-19120902-U;Products for other earthworks;14;208.5;9.6;198.9;
2018;EAV-19120904-U;Products for use in asphalt mixing plants;349;10635.2;;10635.2;
2018;EAV-191210-U;Combustible waste (refuse derived fuel);206;6415.3;30.9;5699.6;684.7
2018;EAV-191211-G;Other wastes (including mixtures of materials);98;1241.5;3.6;1129.6;108.2
2018;EAV-191212-U;Other wastes (incl. mixtures of mat.)(ex. 191211);498;9504.5;279.6;8917.6;307.2
2018;EAV-191301-G;Solid wastes from soil remediation;28;128.7;;126.9;1.9
2018;EAV-191302-U;Solid wastes from soil remediation (except 191301);53;341.5;1.3;339.4;0.8
2018;EAV-191303-G;Sludges from soil remediation;12;63.2;0.0;63.2;
2018;EAV-191305-G;Sludges from groundwater remediation;18;0.8;0.0;0.8;
2018;EAV-191306-U;Sludges from groundwater remediation (ex. 191305);25;2.4;0.0;2.4;
2018;EAV-191307-G;Aqueous liquid wastes,concentrates fr.groundw.rem.;14;0.6;0.0;0.6;
2018;EAV-191308-U;Aqueous liquid wastes,concentrates (except 191307);9;0.0;0.0;0.0;
2018;EAV-200101-U;Paper and cardboard;507;4504.1;76.2;4402.8;25.1
2018;EAV-200102-U;Glass;106;461.2;0.1;396.9;64.3
2018;EAV-200108-U;Biodegradable kitchen and canteen waste;183;1079.1;17.1;1052.6;9.4
2018;EAV-200110-U;Clothes;31;108.0;2.2;100.7;5.1
2018;EAV-200111-U;Textiles;88;109.4;0.0;106.5;2.9
2018;EAV-200113-G;Solvents;28;6.2;0.1;4.6;1.4
2018;EAV-200114-G;Acids;32;2.1;0.0;1.2;0.9
2018;EAV-200115-G;Alkalines;32;1.7;0.0;1.0;0.6
2018;EAV-200117-G;Photochemicals;23;0.4;0.0;0.4;
2018;EAV-200119-G;Pesticides;26;2.2;0.0;1.5;0.6
2018;EAV-200121-G;Fluorescent tubes and other mercury-cont. waste;94;11.2;0.0;10.7;0.5
2018;EAV-200123-G;Discarded equipment containing chlorofluorocarbons;85;168.0;2.7;152.1;13.2
2018;EAV-200125-U;Edible oil and fat;40;171.9;0.9;52.2;118.7
2018;EAV-200126-G;Oil and fat (except 200125);19;0.6;0.0;0.6;0.0
2018;EAV-200127-G;Paint, inks, adhesives and resins;43;13.3;0.3;9.7;3.3
2018;EAV-200128-U;Paint, inks, adhesives and resins (except 200127);52;15.1;;15.1;
2018;EAV-200129-G;Detergents containing hazardous substances;23;0.6;0.0;0.5;0.1
2018;EAV-200130-U;Detergents (except 200129);9;0.1;;0.1;
2018;EAV-200131-G;Cytotoxic and cytostatic medicines;4;0.3;;0.1;0.2
2018;EAV-200132-U;Medicines (except 200131);68;6.5;;6.0;0.5
2018;EAV-200133-G;Batteries and accumulators (160601-160603);43;18.3;0.0;18.1;0.3
2018;EAV-200134-U;Batteries and accumulators (except 200133);17;1.8;0.0;0.2;1.7
2018;EAV-200135-G;Discarded electrical equipment (ex. 200121,23);189;423.0;1.1;415.7;6.1
2018;EAV-200136-U;Discarded electrical equipment (ex. 200121,23,35);170;125.7;8.3;117.3;0.1
2018;EAV-200137-G;Wood containing hazardous substances;45;50.8;;39.3;11.6
2018;EAV-200138-U;Wood (except 200137);230;694.9;4.3;690.5;0.0
2018;EAV-200139-U;Plastics;262;151.9;4.5;110.3;37.0
2018;EAV-200140-U;Metals;146;338.4;0.2;332.8;5.3
2018;EAV-20019900-U;Other fractions n.o.s. undifferentiated;7;1.5;0.0;1.5;
2018;EAV-20019901-U;Mixed recyclables without light packaging;16;54.1;6.9;47.3;
2018;EAV-200201-U;Biodegradable waste;1169;5571.7;107.6;5454.3;9.7
2018;EAV-200202-U;Soil and stones;85;146.4;0.1;146.3;
2018;EAV-200203-U;Other non-biodegradable wastes;53;12.0;0.1;11.9;
2018;EAV-20030100-U;Mixed municipal waste undifferentiated;297;6639.7;41.5;6278.2;320.0
2018;EAV-20030101-U;Resid. household waste, similar commercial wastes;99;8632.4;0.0;8581.0;51.3
2018;EAV-20030102-U;Commercial wastes similar to resid.household waste;272;2199.0;18.7;2131.2;49.2
2018;EAV-20030104-U;Waste from the bio-bin;288;4389.6;72.0;4316.2;1.5
2018;EAV-200302-U;Waste from markets;87;96.3;;96.3;
2018;EAV-200303-U;Street-cleaning residues;270;580.8;6.8;571.0;3.0
2018;EAV-200304-U;Septic tank sludge;8;6.6;;6.6;
2018;EAV-200306-U;Waste from sewage cleaning;124;73.0;3.7;69.0;0.3
2018;EAV-200307-U;Bulky waste;539;2712.8;36.9;2659.5;16.5
2018;EAV-200399-U;Municipal wastes n.o.s.;39;29.8;0.0;29.8;
2018;EAV-990000-G;Hazardous wastes total;2986;27420.4;3009.4;21895.9;2515.1
2019;EAV-010102-U;Wastes from mineral non-metalliferous excavation;11;17092.6;17092.0;0.6;
2019;EAV-010306-U;Tailings (except 010304, 010305);11;3.0;0.2;2.8;
2019;EAV-010308-U;Dusty and powdery wastes (except 010307);3;0.1;;0.1;
2019;EAV-010407-G;Wastes from phys.,chem. proc. of non-met. minerals;8;47.0;;47.0;
2019;EAV-010408-U;Waste gravel and crushed rocks (except 010407);25;592.4;587.6;4.8;
2019;EAV-010409-U;Waste sand and clays;18;20.8;6.9;13.9;
2019;EAV-010410-U;Dusty and powdery wastes (except 010407);22;8.7;4.3;4.4;
2019;EAV-010411-U;Wastes from potash, rock salt proc.(except 010407);12;9367.4;9331.5;36.0;
2019;EAV-010412-U;Tailings fr. washing of minerals(ex.010407,010411);5;30.0;29.9;0.1;
2019;EAV-010413-U;Wastes from stone cutting and sawing (ex. 010407);31;45.5;37.1;8.4;
2019;EAV-010504-U;Freshwater drilling muds and wastes;32;33.8;;33.8;
2019;EAV-010505-G;Oil-containing drilling muds and wastes;12;9.6;;9.6;
2019;EAV-010506-G;Drilling muds, wastes cont. hazardous substances;6;3.2;;3.2;
2019;EAV-010508-U;Chloride-cont. drilling muds (ex.010505,010506);13;31.4;;31.4;
2019;EAV-020101-U;Agriculture etc: Sludges from washing and cleaning;5;0.5;;0.5;
2019;EAV-020102-U;Agriculture etc: Animal-tissue waste;14;50.3;;50.3;
2019;EAV-020103-U;Agriculture etc: Plant-tissue waste;263;602.8;43.3;556.7;2.8
2019;EAV-020104-U;Agriculture etc: Waste plastics (except packaging);64;28.9;;26.3;2.7
2019;EAV-020106-U;Animal faeces, urine and manure, effluent;204;673.2;194.7;466.6;11.9
2019;EAV-020107-U;Wastes from forestry;68;255.4;6.2;249.2;0.0
2019;EAV-020108-G;Agrochemical waste containing hazardous substances;20;1.8;0.0;1.4;0.3
2019;EAV-020109-U;Agrochemical waste (except 020108);5;0.4;;0.3;0.1
2019;EAV-020110-U;Agriculture etc: Waste metal;13;0.9;;0.9;0.0
2019;EAV-020199-U;Agriculture etc: Wastes n.o.s.;14;3.1;;3.1;
2019;EAV-020201-U;Meat etc: Sludges from washing and cleaning;11;25.9;21.8;4.1;
2019;EAV-020202-U;Meat etc: Animal-tissue waste;23;90.3;3.9;85.3;1.0
2019;EAV-020203-U;Meat etc: Materials unsuitable for cons. or proc.;133;517.2;12.8;467.2;37.2
2019;EAV-020204-U;Meat etc: Sludges from on-site effluent treatment;195;883.4;25.2;845.4;12.8
2019;EAV-020299-U;Preparation of meat, fish etc: Wastes n.o.s.;26;62.2;0.0;62.2;
2019;EAV-020301-U;Fruit etc: Sludges from washing, cleaning etc.;32;191.9;162.2;29.7;
2019;EAV-020303-U;Fruit etc: Wastes from solvent extraction;6;0.2;;0.2;
2019;EAV-020304-U;Fruit etc: Materials unsuitable for cons. or proc.;235;449.6;78.0;365.0;6.5
2019;EAV-020305-U;Fruit etc: Sludges from on-site effluent treatment;32;41.1;0.2;40.5;0.4
2019;EAV-020399-U;Preparation of fruit,vegetables etc: Wastes n.o.s.;31;81.5;37.8;35.9;7.9
2019;EAV-020499-U;Sugar processing: Wastes n.o.s.;4;96.4;95.7;0.7;
2019;EAV-020501-U;Dairy prod.: Materials unsuitable for cons., proc.;53;66.5;1.4;61.7;3.5
2019;EAV-020502-U;Dairy prod.: Sludges from on-site effluent treatm.;35;75.2;0.0;75.2;
2019;EAV-020599-U;Dairy products industry: Wastes n.o.s.;6;3.3;;3.3;
2019;EAV-020601-U;Baking,confect.: Materials unsuit. for cons.,proc.;86;272.9;0.8;249.6;22.4
2019;EAV-020603-U;Baking,confect.: Sludges from on-site effl.treatm.;6;6.7;;6.7;
2019;EAV-020701-U;Beverages: Wastes from washing of raw materials;7;2.3;;2.3;
2019;EAV-020702-U;Beverages: Wastes from spirits distillation;22;280.6;255.6;25.0;
2019;EAV-020704-U;Beverages: Materials unsuitable for cons. or proc.;58;62.1;;62.1;
2019;EAV-020705-U;Beverages: Sludges from on-site effluent treatment;12;6.3;;6.3;
2019;EAV-020799-U;Production of beverages: Wastes n.o.s.;12;3.5;;3.5;
2019;EAV-030101-U;Wood processing etc: Waste bark and cork;35;397.5;287.8;109.6;
2019;EAV-030104-G;Sawdust, shavings, cuttings, wood, particle board;9;6.7;0.0;0.2;6.5
2019;EAV-030105-U;Sawdust, shavings, cuttings, wood etc. (ex.030104);399;2016.5;1032.3;886.3;97.9
2019;EAV-030199-U;Wood processing etc: Wastes n.o.s.;4;56.5;56.4;0.1;
2019;EAV-030201-G;Non-halogenated organic wood preservatives;6;0.1;0.0;0.1;0.0
2019;EAV-030204-G;Inorganic wood preservatives;3;0.0;;0.0;
2019;EAV-030301-U;Pulp, paper cardboard prod.: Waste bark and wood;23;264.5;169.0;95.6;
2019;EAV-030305-U;De-inking sludges from paper recycling;10;587.8;264.7;292.3;30.8
2019;EAV-030307-U;Mech. separated rejects fr. pulping of waste paper;97;781.1;159.3;609.6;12.2
2019;EAV-030308-U;Wastes from sorting of paper destined for recycl.;10;16.9;;16.9;
2019;EAV-030309-U;Lime mud waste;8;2.7;0.2;2.6;
2019;EAV-030310-U;Fibre rejects, fibre-, filler-, coating-sludges;75;1264.8;363.9;895.7;5.3
2019;EAV-030311-U;Sludges from on-site effluent treatment(ex.030310);35;121.2;40.8;80.4;
2019;EAV-030399-U;Pulp, paper, cardboard production: Wastes n.o.s.;17;21.8;9.3;12.4;0.1
2019;EAV-040106-U;Sludges from on-site effl. treatm. cont. chromium;10;91.4;76.8;14.6;
2019;EAV-040107-U;Sludges fr. on-site effl. treatm. free of chromium;4;2.9;;2.9;
2019;EAV-040108-U;Waste tanned leather containing chromium;11;4.8;0.4;2.3;2.1
2019;EAV-040109-U;Wastes from dressing and finishing;3;2.1;;0.3;1.8
2019;EAV-040199-U;Leather and fur industry: Wastes n.o.s.;3;0.2;;0.2;
2019;EAV-040209-U;Wastes from composite materials (elastomer etc.);38;32.5;;26.5;6.0
2019;EAV-040210-U;Organic matter from natural products (grease, wax);4;2.0;;2.0;
2019;EAV-040214-G;Wastes from finishing containing organic solvents;3;0.4;0.0;0.1;0.3
2019;EAV-040215-U;Wastes from finishing (except 040214);7;0.8;0.1;0.7;
2019;EAV-040216-G;Dyestuffs and pigments cont. hazardous substances;6;0.6;;0.1;0.6
2019;EAV-040217-U;Dyestuffs and pigments (except 040216);6;0.1;;0.1;
2019;EAV-040219-G;Textile ind.: Sludges from on-site effl. treatm.;4;0.1;0.0;0.0;
2019;EAV-040220-U;Sludges from on-site effluent treatm. (ex. 040219);13;1.3;;1.3;
2019;EAV-040221-U;Wastes from unprocessed textile fibres;16;13.0;0.6;2.3;10.0
2019;EAV-040222-U;Wastes from processed textile fibres;58;30.1;0.7;28.9;0.6
2019;EAV-040299-U;Textile industry: Wastes n.o.s.;3;0.1;;0.0;0.0
2019;EAV-050103-G;Petroleum refining: Tank bottom sludges;28;13.1;2.6;8.4;2.1
2019;EAV-050106-G;Petroleum ref.: Oily sludges from maint. operat.;25;13.4;1.2;12.3;0.0
2019;EAV-050107-G;Petroleum refining: Acid tars;4;1.6;;0.0;1.6
2019;EAV-050108-G;Petroleum refining: Other tars;4;0.2;;0.2;
2019;EAV-050109-G;Petroleum ref.: Sludges from on-site effl. treatm.;13;10.9;5.9;3.7;1.3
2019;EAV-050115-G;Petroleum refining: Spent filter clays;7;0.7;0.0;0.6;
2019;EAV-050116-U;Petroleum refining: Sulphur-containing wastes;6;0.3;;0.3;
2019;EAV-050117-U;Petroleum refining: Bitumen;5;0.1;;0.1;
2019;EAV-050603-G;Pyrolytic treatment of coal: Other tars;18;4.5;0.0;4.5;
2019;EAV-050699-U;Pyrolytic treatment of coal: Wastes n.o.s.;3;0.1;;0.1;
2019;EAV-050701-G;Natural gas purif.: Wastes containing mercury;4;0.2;;0.2;0.0
2019;EAV-050702-U;Natural gas purif.: Wastes containing sulphur;6;0.8;;0.8;0.0
2019;EAV-060101-G;Sulphuric acid and sulphurous acid;39;200.1;36.5;114.0;49.6
2019;EAV-060102-G;Hydrochloric acid;22;7.5;0.0;7.5;
2019;EAV-060103-G;Hydrofluoric acid;6;2.0;1.9;0.1;
2019;EAV-060104-G;Phosphoric and phosphorous acid;20;2.8;;2.8;0.0
2019;EAV-060105-G;Nitric acid and nitrous acid;21;1.1;0.0;1.1;
2019;EAV-060106-G;Other acids;56;12.5;0.4;11.7;0.4
2019;EAV-060201-G;Calcium hydroxide;6;0.9;;0.9;0.0
2019;EAV-060203-G;Ammonium hydroxide;18;1.1;0.0;1.0;0.0
2019;EAV-060204-G;Sodium and potassium hydroxide;30;14.2;0.0;13.5;0.7
2019;EAV-060205-G;Other bases;53;15.8;0.2;12.7;2.8
2019;EAV-060299-U;Bases: Wastes n.o.s.;6;0.9;0.0;0.9;
2019;EAV-060311-G;Solid salts and solutions containing cyanides;10;0.5;0.0;0.4;0.1
2019;EAV-060313-G;Solid salts and solutions containing heavy metals;52;13.6;6.1;7.2;0.4
2019;EAV-060314-U;Solid salts and solutions (except 060311, 060313);70;108.2;4.0;97.3;6.9
2019;EAV-060315-G;Metallicoxides containing heavy metals;26;3.5;0.3;3.0;0.2
2019;EAV-060316-U;Metallicoxides (except 060315);46;50.3;3.1;47.2;0.0
2019;EAV-060399-U;Salts a. solutions, metallic oxides: Wastes n.o.s.;6;0.6;;0.5;0.0
2019;EAV-060403-G;Wastes containing arsenic;10;0.9;0.0;0.5;0.5
2019;EAV-060404-G;Wastes containing mercury;27;2.4;0.0;1.7;0.7
2019;EAV-060405-G;Wastes containing other heavy metals;33;61.7;0.7;60.4;0.6
2019;EAV-060499-U;Wastes not otherwise specified;3;0.3;0.0;0.3;0.0
2019;EAV-060502-G;Sludges from on-site effluent treatment;52;57.4;1.6;43.1;12.6
2019;EAV-060503-U;Sludges from on-site effluent treatment(ex.060502);61;120.1;7.9;112.3;0.0
2019;EAV-060602-G;Wastes containing hazardous sulphides;8;1.2;0.6;0.6;0.0
2019;EAV-060702-G;Activated carbon from chlorine production;3;0.3;;0.3;
2019;EAV-060799-U;Halogens: Wastes n.o.s.;4;1.1;0.0;1.1;
2019;EAV-060802-G;Waste containing hazardous chlorosilanes;5;9.9;8.9;0.2;0.9
2019;EAV-060899-U;Silicon and silicon derivatives: Wastes n.o.s.;22;16.1;0.3;15.5;0.3
2019;EAV-060903-G;Calcium-based reaction wastes;3;0.4;;0.0;0.4
2019;EAV-060904-U;Calcium-based reaction wastes (except 060903);3;0.1;;0.0;0.0
2019;EAV-061002-G;Nitrogen chemicals: Wastes cont. hazardous subst.;4;0.2;0.1;0.1;
2019;EAV-061101-U;Calcium-based reaction wastes fr. titanium dioxide;6;35.5;;35.4;0.1
2019;EAV-061199-U;Inorganic pigments and opacificiers: Wastes n.o.s.;6;0.7;;0.7;
2019;EAV-061301-G;Inorganic plant protection products etc.;8;0.1;0.0;0.1;
2019;EAV-061302-G;Spent activated carbon (except 060702);37;4.0;0.1;3.7;0.2
2019;EAV-061303-U;Carbon black;19;2.5;;2.3;0.2
2019;EAV-061399-U;Inorganic chemical processes: Wastes n.o.s.;5;0.1;0.1;0.0;
2019;EAV-070101-G;Organic chem.: Aqueous washing liquids,mother liq.;65;73.0;24.0;45.8;3.1
2019;EAV-070103-G;Organic chem.: Organic halogenated solvents etc.;36;53.2;25.4;26.7;1.1
2019;EAV-070104-G;Organic chem.: Other organic solvents etc.;85;159.5;49.5;106.8;3.2
2019;EAV-070107-G;Organic chem.: Halogenated still bottoms etc.;27;63.7;16.5;34.1;13.1
2019;EAV-070108-G;Organic chem.: Other still bottoms,reaction resid.;75;143.5;41.6;80.9;21.0
2019;EAV-070109-G;Organic chem.: Halogenated filter cakes,spent abs.;12;0.8;0.0;0.6;0.2
2019;EAV-070110-G;Organic chem.: Other filter cakes,spent absorbents;30;12.0;0.1;11.4;0.5
2019;EAV-070111-G;Organic chem.: Sludges from on-site effl. treatm.;21;29.4;16.9;3.1;9.4
2019;EAV-070112-U;Sludges from on-site effl. treatm. (except 070111);15;11.6;0.0;11.6;
2019;EAV-070199-U;Organic chemicals: Wastes n.o.s.;30;21.7;0.0;21.2;0.5
2019;EAV-070201-G;Plastics: Aqueous washing liquids, mother liquors;50;22.4;1.5;20.1;0.8
2019;EAV-070203-G;Plastics: Organic halogenated solvents etc.;27;3.3;0.9;2.4;
2019;EAV-070204-G;Plastics: Other organic solvents,washing liq. etc.;58;32.5;6.1;26.2;0.2
2019;EAV-070207-G;Plastics: Halogenated still bottoms, react. resid.;23;5.2;1.7;3.4;0.1
2019;EAV-070208-G;Plastics: Other still bottoms, reaction residues;74;94.2;26.0;67.5;0.8
2019;EAV-070209-G;Plastics: Halogenated filter cakes, spent absorb.;5;0.2;0.0;0.2;
2019;EAV-070210-G;Plastics: Other filter cakes and spent absorbents;28;6.5;1.3;5.2;
2019;EAV-070211-G;Plastics: Sludges from on-site effluent treatment;13;0.9;0.0;0.9;
2019;EAV-070212-U;Sludges from on-site effluent treatment(ex.070211);31;17.3;4.4;12.7;0.2
2019;EAV-070213-U;Waste plastic;282;425.6;5.6;397.9;22.0
2019;EAV-070214-G;Plastics: Wastes from additives cont. haza. subst.;21;2.4;0.3;2.0;0.1
2019;EAV-070215-U;Wastes from additives (except 070214);22;0.7;0.1;0.6;0.0
2019;EAV-070216-G;Plastics: Waste containing hazardous silicones;7;1.7;1.3;0.4;
2019;EAV-070217-U;Waste containing silicones (except 070216);5;0.5;0.2;0.3;
2019;EAV-070299-U;Plastics, synthetic rubber, fibres: Wastes n.o.s.;56;35.3;0.5;30.4;4.5
2019;EAV-070301-G;Organic dyes: Aqueous washing liquids, mother liq.;15;3.9;;3.0;0.9
2019;EAV-070303-G;Organic dyes: Organic halogenated solvents etc.;14;0.6;;0.6;
2019;EAV-070304-G;Organic dyes: Other organic solvents etc.;42;26.8;0.3;24.8;1.6
2019;EAV-070307-G;Organic dyes: Halogenated still bottoms etc.;12;1.6;0.9;0.7;
2019;EAV-070308-G;Organic dyes: Other still bottoms, reaction resid.;15;6.0;0.0;6.0;
2019;EAV-070309-G;Organic dyes: Halogenated filter cakes, spent abs.;5;0.1;0.0;0.1;
2019;EAV-070310-G;Organic dyes: Other filter cakes, spent absorbents;7;0.4;0.0;0.4;
2019;EAV-070311-G;Organic dyes: Sludges from on-site effl. treatm.;3;0.1;0.0;0.1;
2019;EAV-070312-U;Sludges from on-site effluent treatment(ex.070311);3;0.2;0.0;0.1;
2019;EAV-070399-U;Organic dyes and pigments: Wastes n.o.s.;5;0.3;;0.3;0.0
2019;EAV-070401-G;Org.plant prot.: Aqueous washing liquids etc.;25;26.8;4.8;20.5;1.4
2019;EAV-070403-G;Org.plant prot.: Organic halogenated solvents etc.;19;91.6;13.7;76.8;1.2
2019;EAV-070404-G;Org.plant prot.: Other organic solvents etc.;20;26.9;8.2;17.7;0.9
2019;EAV-070407-G;Org.plant prot.: Halogenated still bottoms etc.;14;31.0;3.1;27.9;
2019;EAV-070408-G;Org.plant prot.: Other still bottoms, react.resid.;12;7.0;0.5;6.5;
2019;EAV-070409-G;Org.plant prot.: Halogenated filter cakes etc.;7;0.2;0.0;0.2;
2019;EAV-070410-G;Org.plant prot.: Other filter cakes, spent absorb.;8;0.6;0.0;0.5;
2019;EAV-070411-G;Org.plant prot.: Sludges from on-site effl.treatm.;7;0.3;0.0;0.3;
2019;EAV-070413-G;Org.plant prot.: Solid wastes cont. haza. subst.;12;1.0;0.3;0.7;0.1
2019;EAV-070499-U;Organic plant protection etc: Wastes n.o.s.;6;3.5;;0.2;3.3
2019;EAV-070501-G;Pharmaceuticals: Aqueous washing liquids etc.;34;41.6;8.3;29.0;4.2
2019;EAV-070503-G;Pharmaceuticals: Organic halogenated solvents etc.;26;45.5;23.2;17.5;4.8
2019;EAV-070504-G;Pharmaceuticals: Other organic solvents etc.;39;91.1;16.8;68.4;5.9
2019;EAV-070507-G;Pharmaceuticals: Halogenated still bottoms etc.;12;2.1;0.2;1.1;0.8
2019;EAV-070508-G;Pharmaceuticals: Other still bottoms, react.resid.;20;5.9;0.1;5.8;0.1
2019;EAV-070509-G;Pharmaceuticals: Halogenated filter cakes etc.;9;0.4;0.2;0.1;0.2
2019;EAV-070510-G;Pharmaceuticals: Other filter cakes, spent absorb.;12;2.2;0.1;1.9;0.2
2019;EAV-070511-G;Pharmaceuticals: Sludges from on-site effl.treatm.;5;0.3;;0.3;0.0
2019;EAV-070513-G;Pharmaceuticals: Solid wastes cont.haza.substances;16;2.4;;1.2;1.2
2019;EAV-070514-U;Solid wastes (except 070513);30;14.4;;14.4;
2019;EAV-070599-U;Pharmaceuticals: Wastes n.o.s.;45;23.6;12.6;11.0;0.1
2019;EAV-070601-G;Fats,soaps: Aqueous washing liquids,mother liquors;51;21.7;0.2;21.0;0.5
2019;EAV-070603-G;Fats,soaps: Organic halogenated solvents etc.;13;0.6;0.0;0.6;
2019;EAV-070604-G;Fats,soaps: Other organic solvents etc.;41;8.5;1.1;7.4;0.0
2019;EAV-070607-G;Fats,soaps: Halogenated still bottoms,react.resid.;5;0.1;;0.1;
2019;EAV-070608-G;Fats,soaps: Other still bottoms, reaction residues;46;44.8;0.7;43.9;0.2
2019;EAV-070610-G;Fats,soaps: Other filter cakes, spent absorbents;18;2.5;0.0;2.5;
2019;EAV-070611-G;Fats,soaps: Sludges from on-site effluent treatm.;8;1.2;;1.2;
2019;EAV-070612-U;Sludges from on-site effluent treatment(ex.070611);22;11.4;0.0;11.4;
2019;EAV-070699-U;Fats, soaps, grease, detergents etc: Wastes n.o.s.;66;42.2;0.0;41.6;0.7
2019;EAV-070701-G;Fine chem.: Aqueous washing liquids,mother liquors;56;79.6;19.9;58.7;1.0
2019;EAV-070703-G;Fine chem.: Organic halogenated solvents etc.;27;17.9;1.7;15.9;0.3
2019;EAV-070704-G;Fine chem.: Other organic solvents etc.;47;47.3;10.3;36.8;0.3
2019;EAV-070707-G;Fine chem.: Halogenated still bottoms,react.resid.;18;15.4;4.1;11.1;0.2
2019;EAV-070708-G;Fine chem.: Other still bottoms, reaction residues;42;101.4;69.0;30.9;1.5
2019;EAV-070709-G;Fine chem.: Halogenated filter cakes,spent absorb.;16;0.7;0.0;0.7;
2019;EAV-070710-G;Fine chem.: Other filter cakes, spent absorbents;24;3.7;0.4;3.3;0.0
2019;EAV-070711-G;Fine chem.: Sludges from on-site effluent treatm.;13;2.5;0.5;2.1;
2019;EAV-070712-U;Sludges from on-site effluent treatment(ex.070711);11;1.5;0.2;1.4;
2019;EAV-070799-U;Fine chemicals: Wastes n.o.s.;10;1.1;0.0;1.1;
2019;EAV-080111-G;Waste paint, varnish containing organic solvents;82;49.4;4.5;37.4;7.5
2019;EAV-080112-U;Waste paint and varnish (except 080111);115;31.2;0.0;31.2;0.0
2019;EAV-080113-G;Sludges from paint and varnish cont. org. solvents;52;27.1;3.2;23.6;0.3
2019;EAV-080114-U;Sludges from paint and varnish (except 080113);21;4.4;;4.4;
2019;EAV-080115-G;Paint,varnish: Aqueous sludges cont. paint etc.;38;18.0;3.5;14.5;
2019;EAV-080116-U;Aqueous sludges cont. paint or varnish (ex.080115);67;38.9;0.6;38.4;
2019;EAV-080117-G;Wastes from paint or varnish removal cont.org.sol.;56;19.1;0.1;18.7;0.2
2019;EAV-080118-U;Wastes from paint or varnish removal (ex. 080117);25;3.5;;3.5;
2019;EAV-080119-G;Aqueous suspensions cont. paint or varnish;26;12.4;0.0;12.1;0.3
2019;EAV-080120-U;Aqueous suspensions cont. paint,varnish(ex.080119);48;12.6;0.3;12.3;
2019;EAV-080121-G;Waste paint or varnish remover;6;0.5;0.0;0.4;
2019;EAV-080199-U;Paint, varnish: Wastes n.o.s.;5;0.1;;0.1;
2019;EAV-080201-U;Waste coating powders;40;3.0;0.0;3.0;0.0
2019;EAV-080202-U;Aqueous sludges containing ceramic materials;16;1.5;;1.5;
2019;EAV-080203-U;Aqueous suspensions containing ceramic materials;7;0.3;;0.3;
2019;EAV-080307-U;Aqueous sludges containing ink;6;0.5;;0.5;
2019;EAV-080308-U;Aqueous liquid waste containing ink;28;7.7;0.0;7.7;
2019;EAV-080312-G;Waste ink containing hazardous substances;29;3.7;0.2;3.4;0.1
2019;EAV-080313-U;Waste ink (except 080312);31;2.3;0.1;2.1;
2019;EAV-080314-G;Ink sludges containing hazardous substances;19;2.7;0.0;2.7;
2019;EAV-080315-U;Ink sludges (except 080314);9;0.5;;0.5;
2019;EAV-080317-G;Waste printing toner cont. hazardous substances;9;0.0;;0.0;
2019;EAV-080318-U;Waste printing toner (except 080317);40;2.6;0.0;1.7;0.9
2019;EAV-080409-G;Waste adhesives and sealants cont.organic solvents;57;20.0;0.4;16.1;3.5
2019;EAV-080410-U;Waste adhesives and sealants (except 080409);67;10.9;0.0;10.8;0.1
2019;EAV-080411-G;Adhesive and sealant sludges cont.organic solvents;3;0.1;;0.1;
2019;EAV-080412-U;Adhesive and sealant sludges (except 080411);10;0.7;0.0;0.7;
2019;EAV-080413-G;Adhesives,sealants: Aqueous sludges cont.adhesives;9;0.4;0.0;0.4;
2019;EAV-080414-U;Aqueous sludges cont.adhesives,sealants(ex.080413);29;5.0;0.1;4.9;
2019;EAV-080415-G;Adhesives,sealants: Aqueous liquid waste cont.adh.;9;0.5;0.0;0.5;
2019;EAV-080416-U;Aqueous liquid waste cont.adh.,sealants(ex.080415);30;16.2;11.9;4.3;
2019;EAV-080501-G;Waste isocyanates;17;1.9;0.1;1.1;0.7
2019;EAV-090101-G;Water-based developer and activator solutions;26;1.9;0.0;1.5;0.3
2019;EAV-090102-G;Water-based offset plate developer solutions;25;4.4;0.0;3.7;0.7
2019;EAV-090104-G;Fixer solutions;21;2.1;0.0;1.8;0.3
2019;EAV-090105-G;Bleach solutions and bleach fixer solutions;8;0.9;;0.9;
2019;EAV-090107-U;Photographic film and paper containing silver;8;2.5;;1.7;0.8
